ticket_id,ticket_text,category,priority,source_channel
63418,"Hello, Locked out of my admin account after entering the wrong MFA token.",Account Access,High,Phone
63419,Urgent: The service availability falls way short of the promised uptime SLA.,Complaint,High,Email
63420,"Hello, 2FA SMS authentication code is not delivering to my phone.",Account Access,High,Phone
63421,"Hello, Terrible experience, your customer support agent completely ignored my issue.",Complaint,Medium,Email
63422,"Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Chat
63423,Regarding my account: Cannot authorize login via Google OAuth provider.,Account Access,Low,Chat
63424,"Hello, Need to transfer master ownership of the workspace to another admin.",Account Access,High,Email
63425,"Hi team, Application crashes whenever I try to exporting reports.",Technical Support,High,Email
63426,Critical error: Timeout Exception unhandled exception on the dashboard.,Technical Support,High,Phone
63427,Urgent: Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Email
63428,Urgent: The latest update broke the UI layout on mobile view.,Technical Support,High,Email
63429,Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Email
63430,"Urgent: Terrible experience, your customer support agent completely ignored my issue.",Complaint,Medium,Web Portal
63431,Please help - Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Phone
63432,"Please help - Terrible experience, your customer support agent completely ignored my issue.",Complaint,Medium,Web Portal
63433,"Regarding my account: Terrible experience, your customer support agent completely ignored my issue.",Complaint,High,Web Portal
63434,Urgent: Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Chat
63435,Regarding my account: Need to transfer master ownership of the workspace to another admin.,Account Access,Low,Chat
63436,Regarding my account: Why is there an unexpected charge on my statement this month?,Billing,Low,Phone
63437,"Urgent: Unable to connect to the database, getting a timeout error.",Technical Support,High,Chat
63438,Please help - Downgrade our team's corporate subscription to the free tier.,Cancellation,Medium,Email
63439,Regarding my account: I was double charged for my monthly subscription fee.,Billing,High,Web Portal
63440,"Hello, Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Email
63441,Urgent: My profile shows as deactivated or suspended without notice.,Account Access,High,Email
63442,Regarding my account: Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Email
63443,"Hello, My profile shows as deactivated or suspended without notice.",Account Access,Medium,Phone
63444,"Hi team, Password reset link expired or is invalid.",Account Access,High,Phone
63445,Regarding my account: Need to transfer master ownership of the workspace to another admin.,Account Access,Medium,Email
63446,Urgent: Production server is throwing 500 Internal Server Error errors during exporting reports.,Technical Support,High,Web Portal
63447,Urgent: Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Email
63448,Please help - Cannot authorize login via Google OAuth provider.,Account Access,Medium,Email
63449,Regarding my account: Cannot authorize login via Google OAuth provider.,Account Access,Low,Phone
63450,Please help - Please cancel my premium subscription immediately.,Cancellation,High,Phone
63451,"Hello, Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Web Portal
63452,"Hi team, Just checking if there is any scheduled maintenance window this weekend.",General Inquiry,Medium,Chat
63453,Regarding my account: Locked out of my admin account after entering the wrong MFA token.,Account Access,Medium,Phone
63454,Regarding my account: Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Web Portal
63455,The latest update broke the UI layout on mobile view.,Technical Support,Medium,Phone
63456,Urgent: 2FA SMS authentication code is not delivering to my phone.,Account Access,High,Phone
63457,"Hello, The latest update broke the UI layout on mobile view.",Technical Support,High,Phone
63458,"Hello, Cannot authorize login via Google OAuth provider.",Account Access,Medium,Phone
63459,"Hi team, My profile shows as deactivated or suspended without notice.",Account Access,Low,Chat
63460,Production server is throwing NullPointerException errors during processing checkout.,Technical Support,Low,Email
63461,"Please help - Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Web Portal
63462,Urgent: My corporate credit card was declined but funds are showing as locked.,Billing,Low,Email
63463,Urgent: Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Chat
63464,"Hello, Extremely disappointed with the unannounced price hike.",Complaint,Medium,Phone
63465,Unable to update billing details in the payment gateway settings.,Billing,Medium,Email
63466,I was double charged for my monthly subscription fee.,Billing,Medium,Phone
63467,"Hi team, Requesting a refund for accidental renewal of the license tier.",Billing,Medium,Chat
63468,Please help - I was double charged for my monthly subscription fee.,Billing,Medium,Phone
63469,Regarding my account: Why is there an unexpected charge on my statement this month?,Billing,Medium,Web Portal
63470,"Hello, Critical error: NullPointerException unhandled exception on the dashboard.",Technical Support,High,Email
63471,Please help - Why is there an unexpected charge on my statement this month?,Billing,High,Phone
63472,"Hi team, Critical error: Timeout Exception unhandled exception on the dashboard.",Technical Support,High,Web Portal
63473,"Urgent: Moving to a competing software provider, cancel auto-renewals.",Cancellation,High,Phone
63474,Need a copy of invoice #9266 for our company accounts.,Billing,Low,Email
63475,Urgent: Unable to update billing details in the payment gateway settings.,Billing,High,Phone
63476,"Hello, Please cancel my premium subscription immediately.",Cancellation,Medium,Chat
63477,Need a copy of invoice #7942 for our company accounts.,Billing,Medium,Phone
63478,Urgent: How do I close my account? I cannot find the option in the portal.,Cancellation,Medium,Email
63479,2FA SMS authentication code is not delivering to my phone.,Account Access,Low,Email
63480,API webhook integration is failing to sync payload data.,Technical Support,High,Email
63481,Please help - Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Medium,Web Portal
63482,Urgent: Where can I find the official developer API reference guides?,General Inquiry,Low,Chat
63483,Urgent: Please cancel my premium subscription immediately.,Cancellation,Low,Phone
63484,Regarding my account: I've been waiting over 48 hours for an urgent response.,Complaint,Medium,Phone
63485,I was double charged for my monthly subscription fee.,Billing,Medium,Chat
63486,"Urgent: Unable to connect to the database, getting a timeout error.",Technical Support,High,Phone
63487,"Hi team, Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Email
63488,"Hi team, Please cancel my premium subscription immediately.",Cancellation,High,Email
63489,Regarding my account: Password reset link expired or is invalid.,Account Access,Medium,Web Portal
63490,Password reset link expired or is invalid.,Account Access,Low,Chat
63491,Why is there an unexpected charge on my statement this month?,Billing,Low,Phone
63492,"Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Email
63493,Urgent: The latest update broke the UI layout on mobile view.,Technical Support,High,Chat
63494,Regarding my account: I was double charged for my monthly subscription fee.,Billing,Low,Phone
63495,Regarding my account: My profile shows as deactivated or suspended without notice.,Account Access,Low,Phone
63496,"Hi team, Cannot authorize login via Google OAuth provider.",Account Access,Low,Chat
63497,"Hello, How do I close my account? I cannot find the option in the portal.",Cancellation,High,Phone
63498,Urgent: My profile shows as deactivated or suspended without notice.,Account Access,High,Chat
63499,Urgent: How do I close my account? I cannot find the option in the portal.,Cancellation,High,Email
63500,"Hello, The latest update broke the UI layout on mobile view.",Technical Support,Low,Phone
63501,"Hello, I want to terminate my membership and delete all stored personal data.",Cancellation,Low,Email
63502,"Unable to connect to the database, getting a timeout error.",Technical Support,Low,Email
63503,"Hi team, The latest update broke the UI layout on mobile view.",Technical Support,Medium,Chat
63504,"Terrible experience, your customer support agent completely ignored my issue.",Complaint,High,Web Portal
63505,"Hi team, Where can I find the official developer API reference guides?",General Inquiry,Low,Web Portal
63506,Please help - Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Low,Web Portal
63507,Regarding my account: Why is there an unexpected charge on my statement this month?,Billing,High,Email
63508,Please help - Need to transfer master ownership of the workspace to another admin.,Account Access,Medium,Chat
63509,I want to terminate my membership and delete all stored personal data.,Cancellation,High,Email
63510,Extremely disappointed with the unannounced price hike.,Complaint,High,Web Portal
63511,Password reset link expired or is invalid.,Account Access,Low,Phone
63512,"Hello, Can you send over details regarding enterprise tier volume pricing?",General Inquiry,Medium,Phone
63513,Regarding my account: Production server is throwing Timeout Exception errors during loading charts.,Technical Support,High,Chat
63514,Regarding my account: Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Low,Phone
63515,Please help - The service availability falls way short of the promised uptime SLA.,Complaint,High,Phone
63516,Production server is throwing 403 Forbidden errors during processing checkout.,Technical Support,High,Chat
63517,Urgent: I was double charged for my monthly subscription fee.,Billing,Medium,Email
63518,Regarding my account: I was double charged for my monthly subscription fee.,Billing,Medium,Chat
63519,Urgent: The new features are completely broken and ruining our daily workflows.,Complaint,Low,Email
63520,Why is there an unexpected charge on my statement this month?,Billing,Medium,Chat
63521,"Hi team, How do I close my account? I cannot find the option in the portal.",Cancellation,Low,Chat
63522,Please help - The new features are completely broken and ruining our daily workflows.,Complaint,High,Email
63523,"Hello, API webhook integration is failing to sync payload data.",Technical Support,High,Phone
63524,Regarding my account: Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Email
63525,API webhook integration is failing to sync payload data.,Technical Support,Low,Email
63526,Regarding my account: Critical error: 500 Internal Server Error unhandled exception on the dashboard.,Technical Support,High,Phone
63527,Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Email
63528,Urgent: API webhook integration is failing to sync payload data.,Technical Support,High,Email
63529,"Hi team, Is your infrastructure fully SOC2 and GDPR compliant?",General Inquiry,Medium,Email
63530,Please help - Where can I find the official developer API reference guides?,General Inquiry,Low,Chat
63531,Urgent: The latest update broke the UI layout on mobile view.,Technical Support,High,Email
63532,Regarding my account: My corporate credit card was declined but funds are showing as locked.,Billing,High,Email
63533,Please help - Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Medium,Email
63534,Please help - Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Email
63535,The new features are completely broken and ruining our daily workflows.,Complaint,Medium,Phone
63536,"Urgent: Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Phone
63537,Regarding my account: Password reset link expired or is invalid.,Account Access,Medium,Chat
63538,Please help - Where can I find the official developer API reference guides?,General Inquiry,Low,Chat
63539,API webhook integration is failing to sync payload data.,Technical Support,High,Chat
63540,Cannot authorize login via Google OAuth provider.,Account Access,Low,Phone
63541,"Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Email
63542,"Hello, API webhook integration is failing to sync payload data.",Technical Support,Medium,Chat
63543,Regarding my account: API webhook integration is failing to sync payload data.,Technical Support,High,Chat
63544,"Hello, The service availability falls way short of the promised uptime SLA.",Complaint,High,Email
63545,Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Email
63546,Regarding my account: Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Medium,Email
63547,Downgrade our team's corporate subscription to the free tier.,Cancellation,Low,Email
63548,Requesting a refund for accidental renewal of the license tier.,Billing,Low,Email
63549,Regarding my account: My corporate credit card was declined but funds are showing as locked.,Billing,Low,Email
63550,"Hi team, Extremely disappointed with the unannounced price hike.",Complaint,Medium,Chat
63551,"Hello, I was double charged for my monthly subscription fee.",Billing,Low,Phone
63552,Cannot authorize login via Google OAuth provider.,Account Access,Medium,Email
63553,"Hello, Is your infrastructure fully SOC2 and GDPR compliant?",General Inquiry,Medium,Chat
63554,"Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Phone
63555,Please help - Cannot authorize login via Google OAuth provider.,Account Access,Low,Email
63556,Urgent: Cannot authorize login via Google OAuth provider.,Account Access,High,Email
63557,Regarding my account: The service availability falls way short of the promised uptime SLA.,Complaint,Medium,Phone
63558,Regarding my account: 2FA SMS authentication code is not delivering to my phone.,Account Access,Low,Phone
63559,Regarding my account: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Email
63560,"Hi team, 2FA SMS authentication code is not delivering to my phone.",Account Access,Medium,Email
63561,Regarding my account: I've been waiting over 48 hours for an urgent response.,Complaint,Medium,Chat
63562,Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Email
63563,"Hello, Unable to connect to the database, getting a timeout error.",Technical Support,High,Chat
63564,"Hi team, Password reset link expired or is invalid.",Account Access,Low,Phone
63565,"Hi team, Unable to connect to the database, getting a timeout error.",Technical Support,Low,Email
63566,Urgent: Need to transfer master ownership of the workspace to another admin.,Account Access,High,Phone
63567,"Hello, Locked out of my admin account after entering the wrong MFA token.",Account Access,High,Email
63568,Why is there an unexpected charge on my statement this month?,Billing,High,Email
63569,Regarding my account: Where can I find the official developer API reference guides?,General Inquiry,Low,Chat
63570,Where can I find the official developer API reference guides?,General Inquiry,Low,Chat
63571,Urgent: Critical error: 500 Internal Server Error unhandled exception on the dashboard.,Technical Support,High,Email
63572,Regarding my account: Application crashes whenever I try to loading charts.,Technical Support,High,Email
63573,Regarding my account: Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Phone
63574,"Hello, Just checking if there is any scheduled maintenance window this weekend.",General Inquiry,Low,Email
63575,Please help - Critical error: NullPointerException unhandled exception on the dashboard.,Technical Support,High,Web Portal
63576,"Hi team, How do I close my account? I cannot find the option in the portal.",Cancellation,Low,Web Portal
63577,"Hello, I've been waiting over 48 hours for an urgent response.",Complaint,High,Email
63578,Regarding my account: Application crashes whenever I try to processing checkout.,Technical Support,Medium,Email
63579,Urgent: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Email
63580,"Hi team, Cannot authorize login via Google OAuth provider.",Account Access,Medium,Phone
63581,"Hi team, Need a copy of invoice #6238 for our company accounts.",Billing,High,Email
63582,Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Email
63583,"Hi team, Critical error: 500 Internal Server Error unhandled exception on the dashboard.",Technical Support,High,Phone
63584,Regarding my account: Critical error: 403 Forbidden unhandled exception on the dashboard.,Technical Support,High,Phone
63585,"Hello, Requesting a refund for accidental renewal of the license tier.",Billing,High,Chat
63586,"Hello, Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Email
63587,"Please help - Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Web Portal
63588,"Please help - Unable to connect to the database, getting a timeout error.",Technical Support,High,Email
63589,"Hi team, My corporate credit card was declined but funds are showing as locked.",Billing,Low,Chat
63590,Please help - I was double charged for my monthly subscription fee.,Billing,High,Phone
63591,Please help - Cannot authorize login via Google OAuth provider.,Account Access,Medium,Email
63592,Regarding my account: Requesting a refund for accidental renewal of the license tier.,Billing,Medium,Email
63593,Urgent: Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Medium,Phone
63594,Please help - Downgrade our team's corporate subscription to the free tier.,Cancellation,Low,Chat
63595,Please help - Cannot authorize login via Google OAuth provider.,Account Access,Low,Phone
63596,Urgent: Please cancel my premium subscription immediately.,Cancellation,High,Chat
63597,"Hi team, Locked out of my admin account after entering the wrong MFA token.",Account Access,High,Email
63598,"Hello, Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Chat
63599,"Regarding my account: Unable to connect to the database, getting a timeout error.",Technical Support,Medium,Email
63600,Regarding my account: Requesting a refund for accidental renewal of the license tier.,Billing,Medium,Email
63601,Urgent: I've been waiting over 48 hours for an urgent response.,Complaint,Low,Phone
63602,"Hi team, Why is there an unexpected charge on my statement this month?",Billing,High,Email
63603,Password reset link expired or is invalid.,Account Access,Medium,Email
63604,Urgent: API webhook integration is failing to sync payload data.,Technical Support,High,Chat
63605,Regarding my account: Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Email
63606,"Hi team, API webhook integration is failing to sync payload data.",Technical Support,High,Phone
63607,Please help - Unable to update billing details in the payment gateway settings.,Billing,High,Phone
63608,Regarding my account: Unable to update billing details in the payment gateway settings.,Billing,Medium,Phone
63609,Regarding my account: Production server is throwing 500 Internal Server Error errors during processing checkout.,Technical Support,High,Phone
63610,Urgent: Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Web Portal
63611,"Hello, Requesting a refund for accidental renewal of the license tier.",Billing,Medium,Phone
63612,Please help - Critical error: NullPointerException unhandled exception on the dashboard.,Technical Support,Medium,Email
63613,The new features are completely broken and ruining our daily workflows.,Complaint,High,Email
63614,Cannot authorize login via Google OAuth provider.,Account Access,Low,Web Portal
63615,Regarding my account: The latest update broke the UI layout on mobile view.,Technical Support,Medium,Phone
63616,"Hello, How do I close my account? I cannot find the option in the portal.",Cancellation,Medium,Web Portal
63617,"Please help - Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Phone
63618,"Hi team, Production server is throwing NullPointerException errors during saving data.",Technical Support,Medium,Phone
63619,"Hi team, How do I close my account? I cannot find the option in the portal.",Cancellation,Medium,Phone
63620,Urgent: Where can I find the official developer API reference guides?,General Inquiry,Low,Web Portal
63621,Downgrade our team's corporate subscription to the free tier.,Cancellation,Medium,Phone
63622,Regarding my account: My profile shows as deactivated or suspended without notice.,Account Access,High,Email
63623,"Hi team, The new features are completely broken and ruining our daily workflows.",Complaint,Low,Phone
63624,Please help - Production server is throwing 500 Internal Server Error errors during loading charts.,Technical Support,High,Email
63625,Urgent: Requesting a refund for accidental renewal of the license tier.,Billing,Medium,Email
63626,"Hi team, Unable to connect to the database, getting a timeout error.",Technical Support,Medium,Chat
63627,"Hi team, Downgrade our team's corporate subscription to the free tier.",Cancellation,High,Phone
63628,Regarding my account: I was double charged for my monthly subscription fee.,Billing,Low,Chat
63629,"Hello, My corporate credit card was declined but funds are showing as locked.",Billing,Low,Chat
63630,Urgent: Critical error: 500 Internal Server Error unhandled exception on the dashboard.,Technical Support,High,Chat
63631,Please help - My profile shows as deactivated or suspended without notice.,Account Access,Low,Email
63632,"Hello, API webhook integration is failing to sync payload data.",Technical Support,High,Email
63633,Regarding my account: I want to terminate my membership and delete all stored personal data.,Cancellation,High,Chat
63634,Requesting a refund for accidental renewal of the license tier.,Billing,High,Email
63635,Urgent: Password reset link expired or is invalid.,Account Access,Medium,Email
63636,Please help - I was double charged for my monthly subscription fee.,Billing,Medium,Phone
63637,Please help - Please cancel my premium subscription immediately.,Cancellation,Low,Email
63638,"Unable to connect to the database, getting a timeout error.",Technical Support,Medium,Chat
63639,My corporate credit card was declined but funds are showing as locked.,Billing,High,Phone
63640,"Regarding my account: Terrible experience, your customer support agent completely ignored my issue.",Complaint,Medium,Web Portal
63641,Please cancel my premium subscription immediately.,Cancellation,Medium,Phone
63642,"Urgent: Moving to a competing software provider, cancel auto-renewals.",Cancellation,High,Email
63643,My corporate credit card was declined but funds are showing as locked.,Billing,Low,Chat
63644,Urgent: Production server is throwing NullPointerException errors during opening settings.,Technical Support,Medium,Phone
63645,"Hello, Need a copy of invoice #7617 for our company accounts.",Billing,Medium,Phone
63646,Urgent: Need to transfer master ownership of the workspace to another admin.,Account Access,High,Web Portal
63647,Urgent: Cannot authorize login via Google OAuth provider.,Account Access,High,Email
63648,Cannot authorize login via Google OAuth provider.,Account Access,Medium,Email
63649,Regarding my account: Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Low,Phone
63650,"Hi team, Please cancel my premium subscription immediately.",Cancellation,High,Phone
63651,Please help - The latest update broke the UI layout on mobile view.,Technical Support,Low,Web Portal
63652,"Extremely slow performance, page loads take over 10 seconds.",Technical Support,Medium,Email
63653,Please help - The latest update broke the UI layout on mobile view.,Technical Support,High,Email
63654,"Hi team, API webhook integration is failing to sync payload data.",Technical Support,Low,Phone
63655,Regarding my account: Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Phone
63656,"Hi team, Unable to connect to the database, getting a timeout error.",Technical Support,High,Phone
63657,"Urgent: Unable to connect to the database, getting a timeout error.",Technical Support,High,Phone
63658,Unable to update billing details in the payment gateway settings.,Billing,Medium,Email
63659,Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Email
63660,"Hi team, My corporate credit card was declined but funds are showing as locked.",Billing,Low,Web Portal
63661,Please help - Where can I find the official developer API reference guides?,General Inquiry,Low,Phone
63662,Please help - I was double charged for my monthly subscription fee.,Billing,Medium,Chat
63663,"Hi team, Production server is throwing NullPointerException errors during loading charts.",Technical Support,Low,Phone
63664,Urgent: Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Email
63665,"Hi team, Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Email
63666,Regarding my account: Unable to update billing details in the payment gateway settings.,Billing,Medium,Phone
63667,Urgent: Need to transfer master ownership of the workspace to another admin.,Account Access,High,Chat
63668,Please help - API webhook integration is failing to sync payload data.,Technical Support,Medium,Phone
63669,"Hello, Why is there an unexpected charge on my statement this month?",Billing,Low,Chat
63670,"Hello, The new features are completely broken and ruining our daily workflows.",Complaint,Medium,Chat
63671,Please help - 2FA SMS authentication code is not delivering to my phone.,Account Access,Medium,Email
63672,"Please help - Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Email
63673,Regarding my account: Need to transfer master ownership of the workspace to another admin.,Account Access,Low,Email
63674,"Hi team, Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Phone
63675,Please help - Critical error: NullPointerException unhandled exception on the dashboard.,Technical Support,Medium,Email
63676,The service availability falls way short of the promised uptime SLA.,Complaint,High,Email
63677,"Hello, API webhook integration is failing to sync payload data.",Technical Support,Low,Chat
63678,2FA SMS authentication code is not delivering to my phone.,Account Access,High,Email
63679,"Hello, The new features are completely broken and ruining our daily workflows.",Complaint,Medium,Web Portal
63680,Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Chat
63681,"Hi team, Unable to connect to the database, getting a timeout error.",Technical Support,High,Phone
63682,Urgent: Need a copy of invoice #5703 for our company accounts.,Billing,Medium,Email
63683,Please help - My corporate credit card was declined but funds are showing as locked.,Billing,Medium,Web Portal
63684,"Regarding my account: Unable to connect to the database, getting a timeout error.",Technical Support,Low,Phone
63685,Regarding my account: 2FA SMS authentication code is not delivering to my phone.,Account Access,Low,Chat
63686,"Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Phone
63687,The service availability falls way short of the promised uptime SLA.,Complaint,Low,Chat
63688,Urgent: Why is there an unexpected charge on my statement this month?,Billing,High,Email
63689,Regarding my account: Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Medium,Phone
63690,Regarding my account: I want to terminate my membership and delete all stored personal data.,Cancellation,Medium,Chat
63691,Unable to update billing details in the payment gateway settings.,Billing,High,Chat
63692,Please help - Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Web Portal
63693,"Please help - Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Email
63694,Please help - Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Email
63695,Please help - How do I close my account? I cannot find the option in the portal.,Cancellation,High,Phone
63696,Production server is throwing Timeout Exception errors during exporting reports.,Technical Support,Medium,Chat
63697,API webhook integration is failing to sync payload data.,Technical Support,Low,Email
63698,"Hi team, API webhook integration is failing to sync payload data.",Technical Support,Low,Phone
63699,Urgent: The latest update broke the UI layout on mobile view.,Technical Support,High,Web Portal
63700,"Please help - Unable to connect to the database, getting a timeout error.",Technical Support,Medium,Phone
63701,Regarding my account: Critical error: 403 Forbidden unhandled exception on the dashboard.,Technical Support,High,Chat
63702,Please help - Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Low,Phone
63703,Regarding my account: Need to transfer master ownership of the workspace to another admin.,Account Access,Medium,Chat
63704,Regarding my account: How do I close my account? I cannot find the option in the portal.,Cancellation,High,Email
63705,"Hi team, Requesting a refund for accidental renewal of the license tier.",Billing,High,Chat
63706,"Hello, Is your infrastructure fully SOC2 and GDPR compliant?",General Inquiry,Low,Email
63707,"Hi team, Do you provide dedicated training webinars or onboarding documentation?",General Inquiry,Low,Email
63708,"Hi team, Production server is throwing Timeout Exception errors during opening settings.",Technical Support,Low,Chat
63709,Regarding my account: The latest update broke the UI layout on mobile view.,Technical Support,Medium,Phone
63710,"Hi team, 2FA SMS authentication code is not delivering to my phone.",Account Access,Low,Web Portal
63711,Urgent: How do I close my account? I cannot find the option in the portal.,Cancellation,Medium,Chat
63712,"Hello, API webhook integration is failing to sync payload data.",Technical Support,Low,Email
63713,Urgent: Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,High,Web Portal
63714,Urgent: Where can I find the official developer API reference guides?,General Inquiry,High,Web Portal
63715,"Hi team, Unable to connect to the database, getting a timeout error.",Technical Support,High,Phone
63716,Please help - The new features are completely broken and ruining our daily workflows.,Complaint,High,Email
63717,Urgent: How do I close my account? I cannot find the option in the portal.,Cancellation,Medium,Phone
63718,Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Email
63719,Please help - API webhook integration is failing to sync payload data.,Technical Support,Low,Email
63720,I've been waiting over 48 hours for an urgent response.,Complaint,Low,Phone
63721,Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Phone
63722,Urgent: API webhook integration is failing to sync payload data.,Technical Support,High,Phone
63723,"Hi team, The latest update broke the UI layout on mobile view.",Technical Support,Medium,Email
63724,"Hi team, Extremely disappointed with the unannounced price hike.",Complaint,High,Chat
63725,Production server is throwing Timeout Exception errors during exporting reports.,Technical Support,High,Web Portal
63726,"Hi team, 2FA SMS authentication code is not delivering to my phone.",Account Access,Low,Email
63727,"Hello, Production server is throwing Timeout Exception errors during saving data.",Technical Support,High,Web Portal
63728,Urgent: I was double charged for my monthly subscription fee.,Billing,High,Phone
63729,Regarding my account: Application crashes whenever I try to exporting reports.,Technical Support,Low,Phone
63730,Urgent: Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Medium,Chat
63731,"Hello, Unable to update billing details in the payment gateway settings.",Billing,Medium,Chat
63732,I want to terminate my membership and delete all stored personal data.,Cancellation,Medium,Phone
63733,Urgent: Unable to update billing details in the payment gateway settings.,Billing,Medium,Email
63734,"Hi team, I've been waiting over 48 hours for an urgent response.",Complaint,Medium,Web Portal
63735,Regarding my account: I want to terminate my membership and delete all stored personal data.,Cancellation,Medium,Phone
63736,Urgent: Cannot authorize login via Google OAuth provider.,Account Access,Medium,Chat
63737,"Hi team, Need a copy of invoice #8256 for our company accounts.",Billing,Medium,Phone
63738,Why is there an unexpected charge on my statement this month?,Billing,High,Chat
63739,"Regarding my account: Terrible experience, your customer support agent completely ignored my issue.",Complaint,Medium,Email
63740,Cannot authorize login via Google OAuth provider.,Account Access,Low,Web Portal
63741,Regarding my account: Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Phone
63742,Regarding my account: API webhook integration is failing to sync payload data.,Technical Support,High,Phone
63743,Regarding my account: Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Low,Phone
63744,"Urgent: Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Phone
63745,"Hello, Is your infrastructure fully SOC2 and GDPR compliant?",General Inquiry,Medium,Email
63746,Please help - Need to transfer master ownership of the workspace to another admin.,Account Access,Medium,Phone
63747,"Hello, I want to terminate my membership and delete all stored personal data.",Cancellation,High,Phone
63748,"Hello, Unable to connect to the database, getting a timeout error.",Technical Support,High,Email
63749,"Hi team, Why is there an unexpected charge on my statement this month?",Billing,High,Email
63750,Please help - Downgrade our team's corporate subscription to the free tier.,Cancellation,High,Chat
63751,Regarding my account: Production server is throwing 500 Internal Server Error errors during loading charts.,Technical Support,High,Web Portal
63752,Cannot authorize login via Google OAuth provider.,Account Access,Low,Chat
63753,"Hi team, My profile shows as deactivated or suspended without notice.",Account Access,Low,Email
63754,Urgent: I was double charged for my monthly subscription fee.,Billing,Low,Email
63755,"Hello, Extremely disappointed with the unannounced price hike.",Complaint,High,Email
63756,Urgent: Why is there an unexpected charge on my statement this month?,Billing,Low,Email
63757,"Unable to connect to the database, getting a timeout error.",Technical Support,Low,Web Portal
63758,Please help - Extremely disappointed with the unannounced price hike.,Complaint,Medium,Email
63759,Please help - Downgrade our team's corporate subscription to the free tier.,Cancellation,Low,Phone
63760,"Hello, Critical error: NullPointerException unhandled exception on the dashboard.",Technical Support,High,Email
63761,"Hi team, Password reset link expired or is invalid.",Account Access,Medium,Web Portal
63762,"Regarding my account: Moving to a competing software provider, cancel auto-renewals.",Cancellation,Low,Email
63763,"Hi team, Just checking if there is any scheduled maintenance window this weekend.",General Inquiry,Low,Email
63764,Urgent: API webhook integration is failing to sync payload data.,Technical Support,High,Chat
63765,Urgent: Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Email
